State,Congressional District,, ,Age: 35 -- 64,Age: 65 and older,Age: <35,Almonds,Apples,Avocados,Barley for grain,"Beans, snap",Bedding/annuals/perennials,Beets,Blackberries and dewberries,"Blueberries, all",Broccoli,Brussels sprouts,"Cabbage, Chinese","Cabbage, head",Canola,Cantaloupes and muskmelons,Carrots,Cauliflower,Celery,Cherimoyas,"Cherries, sweet","Cherries, tart",Chestnuts,"Chickpeas, all",Coffee,Collards,Corn for grain,Corn for silage/greenchop,"Corn, traditional or Indian","Cotton, all",Cranberries,Cucumbers and pickles,Cultivated Christmas trees,Cut flowers/greens,Dry edible beans,Dry edible peas,Farms by Size: 1 to 9 acres (Number),Farms by Size: 1 to 9 acres (Percent of Total),"Farms by Size: 1,000 + acres (Number)","Farms by Size: 1,000 + acres (Percent of Total)",Farms by Size: 10 to 49 acres (Number),Farms by Size: 10 to 49 acres (Percent of Total),Farms by Size: 180 to 499 acres (Number),Farms by Size: 180 to 499 acres (Percent of Total),Farms by Size: 50 to 179 acres (Number),Farms by Size: 50 to 179 acres (Percent of Total),Farms by Size: 500 to 999 acres (Number),Farms by Size: 500 to 999 acres (Percent of Total),"Farms by Value of Sales: $10,000 to $24,999 (Number)","Farms by Value of Sales: $10,000 to $24,999 (Percent of Total)","Farms by Value of Sales: $100,000 or more (Number)","Farms by Value of Sales: $100,000 or more (Percent of Total)","Farms by Value of Sales: $2,500 to $4,999 (Number)","Farms by Value of Sales: $2,500 to $4,999 (Percent of Total)","Farms by Value of Sales: $25,000 to $49,999 (Number)","Farms by Value of Sales: $25,000 to $49,999 (Percent of Total)","Farms by Value of Sales: $5,000 to $9,999 (Number)","Farms by Value of Sales: $5,000 to $9,999 (Percent of Total)","Farms by Value of Sales: $50,000 to $99,999 (Number)","Farms by Value of Sales: $50,000 to $99,999 (Percent of Total)","Farms by Value of Sales: Less than $2,500 (Number)","Farms by Value of Sales: Less than $2,500 (Percent of Total)","Field and grass seed crops, all",Floriculture/bedding crops,"Foliage plants, indoor","Forage (hay/haylage), all",Garlic,Grapefruit,Grapes,Guavas,Hazelnuts (Filberts),Hemp for fiber,Hemp for floral,Hemp for other usage,"Herbs, dried",Land Use Practices (% of farms): Cover crop,Land Use Practices (% of farms): Intensive till,Land Use Practices (% of farms): No till,Land Use Practices (% of farms): Reduced till,Land in Farms by Use (%): % of land in farms,Land in Farms by Use (%): Acres irrigated:,Land in Farms by Use (%): Cropland,Land in Farms by Use (%): Other,Land in Farms by Use (%): Pastureland,Land in Farms by Use (%): Woodland,Land in berries,Lemons,Lentils,"Lettuce, all",Limes,"Livestock Inventory (Dec 31, 2022): Broilers and other meat-type chickens","Livestock Inventory (Dec 31, 2022): Cattle and calves","Livestock Inventory (Dec 31, 2022): Goats","Livestock Inventory (Dec 31, 2022): Hogs and pigs","Livestock Inventory (Dec 31, 2022): Horses and ponies","Livestock Inventory (Dec 31, 2022): Layers","Livestock Inventory (Dec 31, 2022): Pullets","Livestock Inventory (Dec 31, 2022): Sheep and lambs","Livestock Inventory (Dec 31, 2022): Turkeys",Longan,Lychees,Macadamia nuts,Mangoes,Market Value of Agricultural Products Sold: Aquaculture,Market Value of Agricultural Products Sold: Cattle and calves,Market Value of Agricultural Products Sold: Cotton and cottonseed,Market Value of Agricultural Products Sold: Crops,"Market Value of Agricultural Products Sold: Cultivated Christmas trees, short rotation woody crops","Market Value of Agricultural Products Sold: Fruits, tree nuts, berries","Market Value of Agricultural Products Sold: Grains, oilseeds, dry beans, dry peas",Market Value of Agricultural Products Sold: Hogs and pigs,"Market Value of Agricultural Products Sold: Horses, ponies, mules, burros, donkeys","Market Value of Agricultural Products Sold: Livestock, poultry, and products",Market Value of Agricultural Products Sold: Milk from cows,"Market Value of Agricultural Products Sold: Nursery, greenhouse, floriculture, sod",Market Value of Agricultural Products Sold: Other animals and animal products,Market Value of Agricultural Products Sold: Other crops and hay,Market Value of Agricultural Products Sold: Poultry and eggs,"Market Value of Agricultural Products Sold: Sheep, goats, wool, mohair, milk",Market Value of Agricultural Products Sold: Tobacco,Market Value of Agricultural Products Sold: Total,"Market Value of Agricultural Products Sold: Vegetables, melons, potatoes, sweet potatoes",Nursery stock crops,Oat for grain,Olives,"Onions, dry","Oranges, all","Other characteristics: Hispanic, Latino, Spanish origin",Other characteristics: New and beginning farmers,Other characteristics: With military service,Other floriculture,Pawpaws,"Peaches, all",Peanuts for nuts,"Pears, all","Pecans, all","Peppers, Bell","Peppers, other than Bell",Per farm average ($): Farm-related income,Per farm average ($): Government payments  (average per farm receiving),Per farm average ($): Market value of products sold,Per farm average ($): Net cash farm income,Per farm average ($): Percent of state agriculture sales,Per farm average ($): Total farm production expenses,Percent of farms that: Are family farms,Percent of farms that: Farm organically,Percent of farms that: Have internet access,Percent of farms that: Hire farm labor,Percent of farms that: Sell directly to consumers,Persimmons,Pistachios,Popcorn,Potatoes,Potted flowering plants,Proso millet,Pumpkins,Race: American Indian/Alaska Native,Race: Black or African American,Race: More than one race,Race: Native Hawaiian/Pacific Islander,Race: White,Race:Asian,Radishes,Rice,Rye for grain,Safflower,Sex: Female,Sex: Male,Share of Sales by Type (%): Crops,"Share of Sales by Type (%): Livestock, poultry, and products",Sod,Sorghum for grain,Sorghum for silage/greenchop,Soybeans for beans,Spinach,"Squash, all",Strawberries,Sugarbeets for sugar,Sugarcane for sugar or seed,"Sunflower seed, all",Sweet corn,Sweet potatoes,Tobacco,Tomatoes in the open,Top Crops in Acres,Total ($): Farm-related income,Total ($): Government payments,Total ($): Market value of products sold,Total ($): Net cash farm income,Total ($): Total farm production expenses,Total Producers,"Total and Per Farm Overview, 2022: Average size of farm (acres)","Total and Per Farm Overview, 2022: Land in farms (acres)","Total and Per Farm Overview, 2022: Number of farms",Triticale,"Vegetables harvested, all","Walnuts, English",Watermelons,"Wheat for grain, all",Wild rice
1,1,, ,"2,456","1,634",372,,,,,,,,,,,,,,,,,,,,,,,,,,(D),,,"47,546",,,,,,,348,13,131,5,945,36,334,13,715,27,142,5,305,12,303,12,290,11,162,6,336,13,100,4,"1,119",43,,,,"34,482",,,,,,,,,,9,15,11,8,3,"20,967",42,6,10,42,,,,,,(D),"67,803","4,067",(D),"2,238",(D),"27,694",(D),314,,,,,(D),"25,750","30,776","299,196",(D),"4,530",(D),(D),501,"59,444",(D),(D),743,"53,829","30,100",391,,"358,641",(D),,,,,,52,"1,670",414,,,,(D),,,,,"25,705","23,617","137,147","34,496",4,"113,520",95,(Z),74,23,6,,,,,,,,67,209,51,4,"4,126",5,,,,,"1,548","2,914",83,17,,,,(D),,,,,,,,,,,,"19,870,000","8,549,000","358,641,000","90,206,000","296,854,000","4,462",237,"619,219","2,615",,,,,,
1,2,, ,"6,468","5,300",807,,,,,,,,,,,,,,,,,,,,,,,,,,(D),,,"151,254",,,,,,,404,5,463,6,"1,851",25,"1,560",21,"2,770",37,483,6,974,13,"1,153",15,668,9,570,8,795,11,347,5,"3,024",40,,,,"174,629",,,,,,,,,,9,11,7,7,2,"47,094",34,7,19,40,,,,,,"72,486,160","292,867","7,199","1,771","5,393","1,352,549","1,636,686","3,267",199,,,,,(D),"134,555","111,826","390,478",47,"6,513","46,044",(D),"1,772","2,299,753","3,313","86,031","1,066","118,088","2,155,981",862,,"2,690,231","21,929",,,,,,155,"4,157","1,659",,,,"113,407",,,,,"18,078","18,972","357,221","124,660",30,"243,212",96,(Z),73,22,4,,,,,,,,87,779,105,5,"11,558",41,,,,,"4,399","8,176",15,85,,,,"20,721",,,,,,,,,,,,"46,932,000","33,278,000","2,690,231,000","938,812,000","1,831,629,000","12,575",287,"2,161,826","7,531",,,,,,
1,3,, ,"4,928","3,611",744,,,,,,,,,,,,,,,,,,,,,,,,,,"22,546",,,"61,576",,,,,,,425,8,274,5,"1,646",30,990,18,"1,792",33,318,6,786,14,657,12,518,10,433,8,703,13,234,4,"2,114",39,,,,"124,729",,,,,,,,,,6,7,8,4,2,"21,813",26,9,25,39,,,,,,"32,022,983","197,847","6,376","2,668","5,578",(D),(D),"4,109",307,,,,,390,"81,845","54,621","245,062",(D),(D),"37,573",921,"1,315","1,036,805","2,412","105,017","2,297","16,627","946,519","1,105",,"1,281,867","22,061",,,,,,93,"3,286","1,067",,,,,,,,,"19,229","16,203","235,421","75,199",14,"165,675",97,(Z),78,21,6,,,,,,,,47,398,80,6,"8,743",9,,,,,"3,206","6,077",19,81,,,,"23,960",,,,,,,,,,,,"25,171,000","4,521,000","1,281,867,000","409,460,000","902,098,000","9,283",227,"1,236,746","5,445",,,,,(D),
1,4,, ,"9,238","6,504","1,612",,,,,,,,,,,,,,,,,,,,,,,,,,"104,482",,,"53,901",,,,,,,670,7,192,2,"3,674",36,"1,514",15,"3,911",38,342,3,"1,541",15,"1,494",15,"1,179",11,781,8,"1,318",13,359,3,"3,631",35,,,,"206,659",,,,,,,,,,5,5,8,3,1,"15,292",36,7,26,31,,,,,,(D),"269,253","12,407","3,417","8,735","3,771,194",(D),"7,052",(D),,,,,(D),"105,005","48,035","293,702",(D),"3,598","183,442","1,583",(D),"2,750,677","2,348",(D),"2,170","32,960","2,635,277","2,845",,"3,044,380","14,907",,,,,,113,"5,356","1,565",,,,,,,,,"12,537","9,608","295,485","92,954",34,"206,145",98,(Z),76,19,4,,,,,,,,283,154,314,5,"16,583",15,,,,,"6,176","11,178",10,90,,,,"126,585",,,,,,,,,,,,"32,483,000","4,756,000","3,044,380,000","957,710,000","2,123,909,000","17,354",160,"1,645,153","10,303",,,,,"43,564",
1,5,, ,"4,639","3,035",715,,,,,,,,,,,,,,,,,,,,,,,,,,"108,013",,,"72,027",,,,,,,432,9,185,4,"2,035",40,679,13,"1,584",31,161,3,754,15,548,11,552,11,367,7,703,14,179,4,"1,973",39,,,,"102,627",,,,,,,,,,5,5,14,4,4,"36,382",55,9,19,17,,,,,,"11,962,881","113,270","7,245","2,041","4,859","321,101",(D),"12,884",310,,,,,"1,230","43,408","64,055","307,940",(D),"4,085","210,999","1,253",(D),"405,808",(D),"11,042",371,"13,264","356,530","1,966",,"713,748",(D),,,,,,39,"2,836",925,,,,,,,,,"10,156","11,362","140,612","38,552",8,"105,980",96,(Z),78,20,5,,,,,,,,139,216,114,,"7,895",25,,,,,"2,829","5,560",43,57,,,,"162,194",,,,,,,,,,,,"15,752,000","4,147,000","713,748,000","195,690,000","537,956,000","8,389",184,"936,068","5,076",,,,,"59,853",
1,6,, ,"2,032","1,412",316,,,,,,,,,,,,,,,,,,,,,,,,,,"3,796",,,"7,114",,,,,,,176,8,44,2,876,40,341,15,695,31,84,4,326,15,221,10,279,13,180,8,278,13,86,4,846,38,,,,"45,445",,,,,,,,,,6,8,8,5,1,"3,515",27,9,30,34,,,,,,"10,479,006","57,123","2,272",826,"3,282","376,721",847,(D),146,,,,,(D),"20,344","5,952","54,059",(D),"6,307",(D),(D),(D),"324,697",,"18,405",285,"7,291","302,803",343,,"378,756","10,311",,,,,,36,"1,376",341,,,,,,,,,"24,873","19,282","170,919","56,091",4,"120,404",98,(Z),80,17,8,,,,,,,,20,30,15,,"3,690",5,,,,,"1,417","2,343",14,86,(D),,,(D),,,,,,,,,,,,"11,392,000","964,000","378,756,000","124,297,000","266,815,000","3,760",150,"331,664","2,216",,,,,,
1,7,, ,"3,337","3,187",430,,,,,,,,,,,,,,,,,,,,,,,,,,"35,608",,,"43,379",,,,,,,206,5,435,10,925,22,824,20,"1,289",31,497,12,558,13,512,12,361,9,416,10,417,10,278,7,"1,634",39,,,,"132,722",,,,,,,,,,9,10,8,5,1,"25,474",25,8,26,41,,,,,,"6,738,701","215,852","3,135","6,400","3,011","115,095","200,961","2,669",(D),,,,,"104,818","98,645","32,938","155,602",(D),(D),"51,182","3,277",(D),"412,673",(D),"35,178","1,040","24,671","203,097",463,,"568,275","9,047",,,,,,52,"1,907",724,,,,,,,,,"21,464","12,783","136,081","29,645",6,"115,211",95,(Z),69,26,3,,,,,,,,8,"1,790",40,,"5,107",9,,,,,"2,203","4,751",27,73,,,,"43,478",,,,,,,,,,,,"30,115,000","6,532,000","568,275,000","123,799,000","481,123,000","6,954",407,"1,698,425","4,176",,,,,"6,052",
2,1,, ,"1,234",671,140,,,,"4,563",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,500,43,42,4,319,27,86,7,183,16,43,4,243,21,113,10,149,13,108,9,216,18,68,6,276,24,,,,"29,055",,,,,,,,,,9,10,13,8,(Z),"2,398",8,8,78,5,,,,,,"4,057","16,840",927,"1,604","1,237","10,134",807,"1,143",683,,,,,"43,473","3,631",,"39,693",(D),(D),897,(D),(D),"51,157",(D),"21,667","1,220","8,891",(D),267,,"90,850",(D),,829,,,,37,791,212,,,,,,,,,"23,601","9,972","77,451","10,681",100,"72,247",93,1,89,25,19,,,,321,,,,96,8,39,3,"1,886",13,,,,,974,"1,071",44,56,,,,,,,,,,,,,,,,"4,579,000","1,845,000","90,850,000","12,528,000","84,745,000","2,045",742,"869,852","1,173",,745,,,,
4,1,, ,341,229,29,,,,,,,,,,(D),,,,,(D),,,,,,,,,,,,,,,,,,,,,185,55,18,5,89,26,3,1,28,8,13,4,18,5,41,12,14,4,14,4,42,13,14,4,193,57,,,,"12,430",,,,,,,,,,,2,1,0,14,"28,622",27,14,59,(Z),,,,,,,"2,407",378,,"4,528",428,,45,(D),,,,,,"3,763",(D),"173,346",(D),(D),(D),,"6,430","15,608",,"10,587",(D),"35,064",(D),(D),,"188,954",(D),,,,,,11,194,51,,,,,,,,,"86,703",(D),"562,363","131,362",4,"458,831",92,1,87,31,1,,,,,,,,4,8,2,,565,20,,,,,311,288,92,8,,,,,,,,,,,,,,,,"9,104,000",(D),"188,954,000","44,138,000","154,167,000",599,602,"202,438",336,,(D),,(D),,
4,2,, ,"10,093","8,949","1,466",,,,,,,,,,,,,,,,,,,,,,,,,,,"20,077",,"23,721",,,,,,,"7,465",62,655,5,"2,450",20,333,3,907,7,304,3,664,5,287,2,956,8,233,2,828,7,127,1,"9,019",74,,,,"73,325",,,,,,,,,,1,6,11,3,1,"147,680",1,8,88,3,,,,,,"1,408","412,423","38,680",(D),"42,410","18,920","3,488","134,898","1,093",,,,,"2,397",(D),"39,923","245,644",,"8,108","44,754",(D),"8,763","818,986","397,611","20,426","1,317","122,240",(D),"4,636",,"1,064,629","10,192",,,,,,451,"3,973","1,297",,,,,,,,,"30,699","9,229","87,884","8,788",20,"82,970",96,(Z),59,10,2,,,,,,,,"16,602",9,107,11,"3,749",30,,,,,"10,422","10,086",23,77,,,"7,506",,,,,,,,,,,,,"25,511,000","21,420,000","1,064,629,000","106,460,000","1,005,100,000","20,508","1,622","19,647,092","12,114",,,,,"9,401",
4,3,, ,61,62,14,,,,,,,,,,,,,,,,,,,,,,,,,,,(D),,,,,,,,,27,42,1,2,27,42,,,8,13,1,2,21,33,16,25,1,2,1,2,2,3,8,13,15,23,,,,(D),,,,,,,,,,6,13,20,9,89,"3,705",92,2,(D),(D),,,,,,,(D),367,,150,225,(D),(D),,,,,,,213,(D),(D),,(D),(D),,(D),(D),(D),"42,243",(D),(D),(D),(D),,"58,139",123,309,,,,,30,43,10,,,,,,,,,"47,567","44,984","908,416","337,337",1,"584,295",83,,95,50,13,,,,,,,,3,9,2,,117,6,,,,,50,87,(D),(D),,,(D),,,,,,,,,,,,,"666,000","180,000","58,139,000","21,590,000","37,395,000",137,65,"4,148",64,,,,,(D),
4,4,, ,105,137,28,,,,,,,,,,,,,,,,,,,,,,,,,,,,,(D),,,,,,,90,57,1,1,32,20,10,6,24,15,,,5,3,10,6,21,13,23,15,18,11,9,6,71,45,,,,"2,369",,,,,,,,,,,22,2,3,72,"5,306",81,(D),10,(D),,,,,,(D),(D),,18,233,170,12,48,8,,,,,,71,(D),"15,071",,"2,178",(D),5,(D),163,,(D),60,"3,396",(D),,,"15,234",66,424,,,,724,48,96,23,,,,,,,,,"26,895",(D),"97,030","4,289",(Z),"109,647",86,1,74,32,18,,260,,,,,,12,,,,256,2,,,,,95,175,99,1,,,,,,,,,,,,,,,,"1,130,000",(D),"15,234,000","673,000","17,215,000",270,47,"7,346",157,,,,,,
4,5,, ,450,198,61,,,,"2,099",,,,,,,,,,,,,,,,,,,,,,,"5,881",,"3,339",,,,,,,258,70,23,6,50,14,10,3,17,5,10,3,13,4,70,19,40,11,24,7,39,11,9,2,173,47,,,,"26,820",,,,,,,,,,7,8,2,10,62,"43,038",71,5,23,1,,,,,,342,"17,088",591,139,"1,139","3,292",290,(D),132,,,,,(D),"5,548",(D),"97,208",,"5,846","15,106",47,697,"67,799",(D),"27,618",23,"42,975",(D),324,,"165,007",(D),,,,,,70,266,47,,,,,,,,,"49,973","77,122","448,388","83,015",3,"381,216",92,3,90,26,13,,,,,,,,7,3,5,3,683,8,,,,,289,420,59,41,,,,,,,,,,,,,,,,"3,748,000","2,082,000","165,007,000","30,550,000","140,287,000",709,188,"69,220",368,,,,,(D),
4,6,, ,"1,732","1,296",226,,,,,,,,,,,,,,,,,,,,,,,,,,"41,859",,,"47,620",,,,,,,414,24,229,13,445,26,177,10,355,21,97,6,184,11,288,17,142,8,163,9,187,11,90,5,663,39,,,,"52,955",,,,,,,,,,6,8,7,7,13,"203,905",17,5,77,1,,,,,,"1,235","204,085","2,897","1,002","7,298","8,234","1,868","1,984",418,,,,,(D),(D),"69,520","394,729",,"139,195","100,530",826,"2,641","213,112",(D),"31,472",427,"40,329",(D),852,,"607,841","13,683",,,,,,315,"1,150",430,,,,,,"25,414",,,"53,807","46,449","354,014","68,295",12,"308,077",90,1,86,29,10,,,,,,,,154,9,34,3,"3,017",37,,,,,"1,325","1,929",65,35,,,,,,,,,,,,,,,,"26,312,000","12,077,000","607,841,000","117,262,000","528,968,000","3,254",922,"1,582,857","1,717",,,,,"12,199",
4,7,, ,705,599,98,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"15,021",,,,,,,198,27,121,16,204,28,76,10,101,14,41,6,67,9,181,24,72,10,69,9,78,11,50,7,224,30,,,,"47,324",,,,,,,,,,2,13,7,7,4,"141,993",6,(D),93,(D),,,,"37,261",,(D),"132,130",671,"2,772","2,583","2,916",75,805,53,,,,,(D),(D),"22,137","946,564",,"41,015","46,988",(D),(D),"381,583","308,003","37,674",446,"77,542",(D),(D),,"1,328,147","721,208",,,,,,256,432,111,,,,,,,,,"64,499","78,305","1,792,371","603,386",26,"1,214,965",88,4,81,34,9,,,,,,,,38,2,22,4,"1,316",20,,,,,577,825,71,29,,,,,,,,,,,,,,,,"12,126,000","7,126,000","1,328,147,000","447,109,000","900,289,000","1,402","4,284","3,174,275",741,,"61,026",,,"32,369",
4,8,, ,190,92,32,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,148,84,1,1,18,10,1,1,8,5,,,13,7,5,3,23,13,6,3,41,23,4,2,84,48,,(D),,(D),,,,,,,,,,5,3,2,,13,"1,058",11,6,(D),(D),,,,,,,668,243,24,"1,086","1,445",210,(D),(D),,,,,,187,,(D),,(D),1,2,(D),(D),,(D),124,(D),(D),(D),,"25,308","4,201",327,,,,,10,99,14,(D),,,,,,,,"9,045",(D),"143,796","42,534",(Z),"103,870",95,2,88,24,9,,,,,,,,10,,2,9,293,,,,,,141,173,(D),(D),,,,,,,,,,,,,,,,"434,000",(D),"25,308,000","7,486,000","18,281,000",314,46,"8,043",176,,169,,,,
4,9,, ,"1,018",741,148,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"17,747",,,,,,,376,36,165,16,244,24,95,9,89,9,68,7,110,11,314,30,70,7,74,7,121,12,48,5,300,29,,,,"205,543",,,,,,,,,,3,20,3,8,39,"322,023",47,9,44,(Z),,,,"27,781",,606,"225,631","1,561",874,"2,451",(D),(D),"2,536",169,,,,,(D),(D),"27,866","1,095,488",,"31,222","74,455",592,"1,633","653,967","297,404","20,126","2,169","382,152",(D),867,,"1,749,456","559,667",,,,,,240,632,165,,,,,,,,,"82,537","78,687","1,687,035","423,532",34,"1,293,477",87,2,88,35,10,,,,,,,,83,7,45,6,"1,752",14,,,,,726,"1,181",63,37,,,,,,,,,,,,,,,,"21,955,000","9,128,000","1,749,456,000","439,203,000","1,341,335,000","1,907",800,"829,668","1,037",,(D),,,"40,182",
